序列,title,rate,style1,style2,h-0,s-0,v-0,percent-0,hex-0,percent-1,hex-1,percent-2,hex-2,percent-3,hex-3,percent-4,hex-4,pic,url,cover
385,被操纵的城市,7.3,犯罪,动作,242,10,12,0.23006993,#1C1C1F,0.228951049,#EDE7E5,0.211398601,#4B4952,0.170909091,#797887,0.158671329,#5F1C16,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2428791183.jpg,https://movie.douban.com/subject/26340301/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2428791183.jpg
386,走到尽头,7.8,犯罪,动作,243,28,9,0.451748252,#111117,0.213076923,#453E39,0.138881119,#9B7542,0.102867133,#EAC61F,0.093426573,#AAB2BD,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2183957412.jpg,https://movie.douban.com/subject/25766529/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2183957412.jpg
387,今天,7.5,剧情,,244,31,16,0.34034965,#1D1C29,0.21027972,#9E8D7B,0.171328671,#5D4F4A,0.142097902,#DBBE51,0.135944056,#DAA877,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1449855111.jpg,https://movie.douban.com/subject/5294326/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1449855111.jpg
388,只有你,7.6,爱情,剧情,245,31,17,0.258881119,#1F1E2B,0.232167832,#827D7C,0.217622378,#B4ABA4,0.194895105,#4D4A56,0.096433566,#C0B5AD,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2313669107.jpg,https://movie.douban.com/subject/5919538/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2313669107.jpg
389,手机,6.7,惊悚,动作,246,45,9,0.361048951,#0E0D18,0.181818182,#354B60,0.161888112,#8B7C73,0.148951049,#534644,0.146293706,#D5443E,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2317615860.jpg,https://movie.douban.com/subject/26323540/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2317615860.jpg
390,逆鳞,6.4,历史,剧情,247,10,5,0.388951049,#0B0B0C,0.207062937,#363534,0.156783217,#DBDAD7,0.148741259,#72635B,0.098461538,#E1CFC7,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2167163003.jpg,https://movie.douban.com/subject/24499012/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2167163003.jpg
391,情迷步话机,7.3,爱情,科幻,247,23,8,0.337412587,#111015,0.204895105,#2C3E41,0.181608392,#286D6B,0.161258741,#6FACCA,0.114825175,#496F9E,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p524964709.jpg,https://movie.douban.com/subject/1308494/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p524964709.jpg
392,红字,7.4,情色,剧情,249,21,26,0.277132867,#363442,0.217272727,#0F0C14,0.203356643,#5E6065,0.151188811,#979C9A,0.151048951,#AE3369,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1415138749.jpg,https://movie.douban.com/subject/1310170/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1415138749.jpg
393,幸运钥匙,7.3,喜剧,,250,7,13,0.401048951,#201F22,0.176923077,#46494C,0.161678322,#858E92,0.151538462,#DFD6CC,0.108811189,#E96D26,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2378731382.jpg,https://movie.douban.com/subject/26329796/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2378731382.jpg
394,时失2公里,7.4,喜剧,恐怖,251,34,6,0.415804196,#0C0B10,0.183776224,#D7CDC5,0.157342657,#6E4F42,0.129160839,#3C5A7A,0.113916084,#912629,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1054870659.jpg,https://movie.douban.com/subject/1448277/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1054870659.jpg
395,手机,6.8,惊悚,,252,19,8,0.396293706,#121115,0.226223776,#444346,0.152657343,#5F3823,0.120839161,#AA845D,0.103986014,#B9A793,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2267592758.jpg,https://movie.douban.com/subject/3789923/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2267592758.jpg
396,小公女,7.9,剧情,爱情,252,32,59,0.353986014,#716797,0.215664336,#645654,0.208811189,#473A37,0.161608392,#897777,0.05993007,#801B20,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2513982852.jpg,https://movie.douban.com/subject/27017288/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2513982852.jpg
397,生死谍变,7.3,动作,爱情,252,61,10,0.38958042,#0E0A1A,0.345314685,#1D1D34,0.127202797,#30395A,0.089370629,#5A6B8D,0.048531469,#1D2F5A,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p782968603.jpg,https://movie.douban.com/subject/1306470/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p782968603.jpg
398,昆池岩,6.1,恐怖,,255,4,7,0.308251748,#111112,0.281958042,#36373F,0.190559441,#63626A,0.146223776,#92929B,0.073006993,#413744,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2513360824.jpg,https://movie.douban.com/subject/26945085/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2513360824.jpg
399,奇谈,6.9,恐怖,剧情,255,7,6,0.334895105,#0D0D0E,0.271328671,#F7F7F8,0.216853147,#5D5A57,0.143286713,#B5B3B4,0.033636364,#CACFD1,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p613366208.jpg,https://movie.douban.com/subject/2328749/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p613366208.jpg
400,老千,7.4,犯罪,剧情,255,23,10,0.33972028,#151319,0.312797203,#B72426,0.149020979,#C2AD99,0.145034965,#48595E,0.053426573,#8C7360,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1005194174.jpg,https://movie.douban.com/subject/1915180/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1005194174.jpg
401,汉城大劫案,7.3,犯罪,动作,255,29,1,0.464825175,#020203,0.198531469,#161317,0.159090909,#3E3A39,0.123286713,#7B7C79,0.054265734,#D7D5D4,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2220124865.jpg,https://movie.douban.com/subject/1308802/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2220124865.jpg
402,死不张扬离奇失魂事件,7.2,喜剧,剧情,257,1,89,0.435244755,#E2E1E2,0.344685315,#191417,0.116223776,#857C7A,0.053706294,#91453E,0.05013986,#446C9D,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1056357919.jpg,https://movie.douban.com/subject/1300874/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1056357919.jpg
403,26年,6.9,剧情,,257,30,7,0.306433566,#0F0D13,0.261888112,#27242C,0.164405594,#5A5352,0.136433566,#DEE0DE,0.130839161,#DCAA4A,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1766485788.jpg,https://movie.douban.com/subject/10810269/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1766485788.jpg
404,青年警察,7.2,喜剧,犯罪,258,9,15,0.348881119,#232225,0.275664336,#A7C2DC,0.241958042,#407CB5,0.094895105,#8E796A,0.038601399,#E3C8B4,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2496271058.jpg,https://movie.douban.com/subject/26892281/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2496271058.jpg
405,骗子,7.2,犯罪,剧情,259,23,12,0.352517483,#1A171E,0.183356643,#664B4C,0.172237762,#988D92,0.15027972,#2C3655,0.141608392,#CBA122,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2503067864.jpg,https://movie.douban.com/subject/26770697/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2503067864.jpg
406,全顺粉女士绑架事件,6.8,喜剧,,261,10,8,0.300839161,#131315,0.296993007,#E9EAEB,0.185034965,#936F5F,0.125174825,#4C92CA,0.091958042,#BFBAB0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2088275804.jpg,https://movie.douban.com/subject/2371861/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2088275804.jpg
407,华颐：吞噬怪物的孩子,7.2,动作,惊悚,261,12,7,0.47979021,#100F11,0.175524476,#2F2D2F,0.132377622,#C2B6A8,0.121818182,#565049,0.09048951,#798E97,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2115435924.jpg,https://movie.douban.com/subject/20399278/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2115435924.jpg
408,江原道之力,7.2,剧情,,262,4,86,0.36951049,#D6D2DC,0.224265734,#C9C1C5,0.174265734,#1C1917,0.127132867,#473E3B,0.104825175,#455571,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p498327548.jpg,https://movie.douban.com/subject/1304271/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p498327548.jpg
409,北村方向,7.6,剧情,,265,15,9,0.385454545,#151317,0.24972028,#3E3E3E,0.207622378,#666665,0.106013986,#B4B2B0,0.051188811,#811D19,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1133692403.jpg,https://movie.douban.com/subject/5992865/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1133692403.jpg
410,叛狱无间,6.6,犯罪,动作,265,31,5,0.488671329,#0B090D,0.195244755,#151924,0.121118881,#3B312E,0.104755245,#6C6561,0.09020979,#B8A396,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2425038734.jpg,https://movie.douban.com/subject/26577180/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2425038734.jpg
411,突然变异,6.3,喜剧,,266,25,27,0.288321678,#3C3446,0.26013986,#E6E5DC,0.179020979,#BCB3B4,0.177622378,#736875,0.094895105,#CFCFC9,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2270859475.jpg,https://movie.douban.com/subject/26253733/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2270859475.jpg
412,考死：血之期中考试,6.3,恐怖,惊悚,267,8,5,0.407412587,#0C0B0C,0.19951049,#2D3030,0.141678322,#595C5C,0.127132867,#939590,0.124265734,#3A96AA,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p823683705.jpg,https://movie.douban.com/subject/3150346/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p823683705.jpg
413,王的记事簿,6.4,古装,冒险,269,28,16,0.431608392,#221D28,0.227902098,#876D64,0.174545455,#DAD1D3,0.139160839,#7E2D33,0.026783217,#BE6553,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2453160408.jpg,https://movie.douban.com/subject/26636807/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2453160408.jpg
414,珍妮和朱诺,6.8,喜剧,,270,3,85,0.348181818,#D4D1D8,0.254615385,#241D22,0.237762238,#AC8C87,0.092937063,#343D6E,0.066503497,#A6322D,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1773994652.jpg,https://movie.douban.com/subject/1389937/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1773994652.jpg
415,幸福,7.3,爱情,剧情,270,17,6,0.356363636,#0F0E10,0.171748252,#8C6B5C,0.16006993,#4D3935,0.159160839,#DAD2C6,0.152657343,#78362F,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1173474309.jpg,https://movie.douban.com/subject/2229243/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1173474309.jpg
416,燃烧,8,悬疑,剧情,271,32,11,0.377622378,#18141D,0.285384615,#373038,0.117202797,#68677D,0.114335664,#A07D69,0.105454545,#2B3365,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2520095279.jpg,https://movie.douban.com/subject/26842702/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2520095279.jpg
417,断箭,7.8,剧情,,274,29,2,0.456923077,#050406,0.144965035,#122029,0.144825175,#9F8C82,0.133636364,#D3D2D0,0.11965035,#C46155,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1381094562.jpg,https://movie.douban.com/subject/6829665/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1381094562.jpg
418,老男孩,8.2,悬疑,剧情,278,30,2,0.551608392,#040305,0.142797203,#607278,0.136223776,#28262A,0.098461538,#4F4D4F,0.070909091,#31252C,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2166892850.jpg,https://movie.douban.com/subject/1308865/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2166892850.jpg
419,特别市民,6.5,剧情,,278,38,7,0.476993007,#100B12,0.176853147,#131C53,0.161468531,#443C4F,0.093986014,#79453C,0.090699301,#A39A98,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2502172681.jpg,https://movie.douban.com/subject/26695659/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2502172681.jpg
420,狼的诱惑,6.8,爱情,动作,281,24,5,0.327692308,#0C0A0D,0.244895105,#C48B75,0.226713287,#887B79,0.119160839,#55413E,0.081538462,#C82722,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1219015659.jpg,https://movie.douban.com/subject/1325399/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1219015659.jpg
421,第十一个妈妈,7.7,剧情,,282,32,4,0.332237762,#0A080B,0.269440559,#E2BFA2,0.203846154,#A86E4D,0.101818182,#533E36,0.092657343,#884633,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2496247906.jpg,https://movie.douban.com/subject/3211336/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2496247906.jpg
422,游戏,7.2,惊悚,剧情,284,6,5,0.349020979,#0D0D0D,0.326503497,#2B2D2E,0.150769231,#C1B7AA,0.137482517,#7D7267,0.036223776,#3A3D2E,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1081014403.jpg,https://movie.douban.com/subject/3119246/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1081014403.jpg
423,犯罪都市,7.3,犯罪,动作,284,32,10,0.415804196,#171119,0.225734266,#393137,0.145034965,#5C6167,0.123986014,#B48A73,0.089440559,#E8DECF,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2509837760.jpg,https://movie.douban.com/subject/26946510/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2509837760.jpg
424,猫：看见死亡的双眼,6.1,恐怖,惊悚,285,29,7,0.355594406,#0F0C11,0.185314685,#C1C9D4,0.175314685,#2C3A43,0.158111888,#6B2628,0.125664336,#C64634,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1075582118.jpg,https://movie.douban.com/subject/6383567/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1075582118.jpg
425,我的小小新娘,7,喜剧,爱情,286,1,96,0.394755245,#F3F1F4,0.218601399,#CCAAB9,0.155314685,#A0544F,0.123846154,#423635,0.107482517,#313F64,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p731909187.jpg,https://movie.douban.com/subject/1390021/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p731909187.jpg
426,方法派,6.6,同性,爱情,288,19,15,0.252727273,#241E25,0.23,#93797B,0.184755245,#B49FA4,0.167902098,#6E575B,0.164615385,#9A8975,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2502082901.jpg,https://movie.douban.com/subject/27094896/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2502082901.jpg
427,女高怪谈3：狐狸阶梯,6.6,恐怖,剧情,293,20,6,0.39986014,#0E0B0E,0.203916084,#3E3A44,0.151048951,#65A6D3,0.136293706,#95878E,0.108881119,#889590,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1059523651.jpg,https://movie.douban.com/subject/1308499/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1059523651.jpg
428,公寓,6.2,恐怖,恐怖,294,38,2,0.404755245,#040304,0.224405594,#222026,0.154055944,#243A5A,0.130699301,#ADB3B5,0.086083916,#232127,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2507718620.jpg,https://movie.douban.com/subject/1850521/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2507718620.jpg
429,向日葵,7.8,剧情,动作,301,23,7,0.364895105,#110D11,0.245454545,#B98A6D,0.20027972,#534747,0.111258741,#CBCBC6,0.078111888,#AEABA7,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p497587514.jpg,https://movie.douban.com/subject/1972775/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p497587514.jpg
430,金馆长对金馆长对金馆长,6.3,喜剧,动作,304,17,7,0.379300699,#131013,0.178111888,#C87B4A,0.15041958,#F4C624,0.14986014,#6B443B,0.142307692,#B7C2C0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p825820535.jpg,https://movie.douban.com/subject/2063867/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p825820535.jpg
431,莫比乌斯,5.9,情色,剧情,308,17,3,0.565594406,#080708,0.20006993,#352C2C,0.105524476,#C2A695,0.07006993,#735D5C,0.058741259,#C88D67,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2103988349.jpg,https://movie.douban.com/subject/24529254/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2103988349.jpg
432,假面,7.5,悬疑,同性,308,23,6,0.314335664,#100D10,0.228111888,#3E4248,0.205314685,#7C7D82,0.156503497,#BCBFC3,0.095734266,#EEE8DE,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p501776635.jpg,https://movie.douban.com/subject/3263169/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p501776635.jpg
433,少数意见,7,剧情,,308,30,12,0.364825175,#1D151C,0.335804196,#120C13,0.115734266,#3F373C,0.113986014,#666971,0.06965035,#444B6F,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2252438066.jpg,https://movie.douban.com/subject/23712710/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2252438066.jpg
434,义兄弟,7.1,剧情,惊悚,309,4,12,0.354825175,#1E1C1E,0.214825175,#774F38,0.17006993,#B3BABB,0.138111888,#515758,0.122167832,#AAADB3,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p472769826.jpg,https://movie.douban.com/subject/4193254/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p472769826.jpg
435,哭声,7.1,悬疑,恐怖,312,25,21,0.233006993,#362833,0.230769231,#6D3A36,0.210909091,#555564,0.188951049,#AC7158,0.136363636,#F4F3F0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2339592703.jpg,https://movie.douban.com/subject/25817534/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2339592703.jpg
436,春香传,6.6,爱情,剧情,313,16,13,0.364195804,#221D21,0.227902098,#E2CA63,0.162867133,#C05747,0.161118881,#70694B,0.083916084,#DFDCD4,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p722812914.jpg,https://movie.douban.com/subject/1395545/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p722812914.jpg
437,国家代表2,6.8,运动,运动,314,1,84,0.281188811,#D5D4D5,0.243916084,#1A191C,0.202587413,#4A566A,0.188391608,#8B9BA9,0.083916084,#413534,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2370027661.jpg,https://movie.douban.com/subject/26312093/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2370027661.jpg
438,刑事,7,动作,悬疑,315,136,0,0.359440559,#000000,0.26034965,#0C0909,0.17027972,#975044,0.112377622,#402D2B,0.097552448,#A8A17D,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2167477489.jpg,https://movie.douban.com/subject/1451405/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2167477489.jpg
439,两个月亮,6.7,恐怖,,316,21,3,0.505314685,#080607,0.208041958,#2A2628,0.155524476,#625B5A,0.096643357,#CFC3C0,0.034475524,#E5DBCF,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1641715477.jpg,https://movie.douban.com/subject/10733357/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1641715477.jpg
440,我的见鬼女友,6.7,爱情,喜剧,319,11,12,0.283636364,#1F1C1E,0.25020979,#63AEAE,0.238811189,#ACCECC,0.167552448,#657582,0.05979021,#DBC137,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1544095343.jpg,https://movie.douban.com/subject/5501711/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1544095343.jpg
441,我的野蛮女老师,6.6,喜剧,爱情,320,7,19,0.283496503,#302C2F,0.257832168,#967C5F,0.243566434,#65524B,0.13972028,#C8BC9C,0.075384615,#BFAD2F,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p739988253.jpg,https://movie.douban.com/subject/1308596/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p739988253.jpg
442,恩娇,6.7,爱情,剧情,321,17,8,0.301398601,#151214,0.281398601,#40352D,0.234965035,#746855,0.096013986,#55585D,0.086223776,#54559F,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1597191869.jpg,https://movie.douban.com/subject/6710798/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1597191869.jpg
443,朝鲜名侦探：高山乌头花的秘密,6.6,喜剧,犯罪,323,10,11,0.313356643,#1B181A,0.230559441,#715B4E,0.218531469,#C7A57B,0.149020979,#E5D7C5,0.088531469,#8F5F35,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1075594667.jpg,https://movie.douban.com/subject/5282434/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1075594667.jpg
444,亲切的金子,7.6,剧情,犯罪,324,27,6,0.380559441,#0E0A0D,0.186713287,#CABDB9,0.163216783,#68232F,0.136083916,#696778,0.133426573,#B0A8B5,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p617645155.jpg,https://movie.douban.com/subject/1412579/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p617645155.jpg
445,解冻,6.4,犯罪,惊悚,325,2,16,0.265244755,#282828,0.205384615,#1C1C1C,0.177202797,#171717,0.176713287,#171717,0.175454545,#D1C1C2,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2418474789.jpg,https://movie.douban.com/subject/26574949/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2418474789.jpg
446,我的黑色小礼服,7.1,剧情,,326,21,12,0.281258741,#1E181C,0.194265734,#ECE9E9,0.180909091,#A28279,0.179160839,#CDD1A5,0.164405594,#D0D2D4,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1098048644.jpg,https://movie.douban.com/subject/5374383/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1098048644.jpg
447,一天,7.1,悬疑,剧情,327,2,83,0.248181818,#D5D1D3,0.233846154,#281E1D,0.233636364,#514241,0.157062937,#8E8489,0.127272727,#D3A866,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2464734582.jpg,https://movie.douban.com/subject/26757945/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2464734582.jpg
448,日出城市,7.6,剧情,,327,25,13,0.284895105,#21181D,0.241608392,#574C3E,0.186223776,#848156,0.165524476,#B58345,0.121748252,#958873,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2182834259.jpg,https://movie.douban.com/subject/1307420/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2182834259.jpg
449,头师父一体,7,喜剧,动作,328,24,4,0.415174825,#0A0809,0.194825175,#3F3A3E,0.173356643,#E0DDDB,0.144545455,#868D9A,0.072097902,#A78976,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2220131512.jpg,https://movie.douban.com/subject/1303808/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2220131512.jpg
450,野蛮师姐,6.9,爱情,喜剧,329,21,4,0.387272727,#0A0809,0.234335664,#C7B7B5,0.140559441,#F6CF9E,0.138601399,#504642,0.099230769,#EFBA46,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1818315039.jpg,https://movie.douban.com/subject/1394268/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1818315039.jpg
451,奴隶情人,6.4,喜剧,爱情,330,25,9,0.323846154,#161114,0.23951049,#666154,0.177062937,#CBA376,0.164405594,#CBC6B5,0.095174825,#5C1712,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1736324428.jpg,https://movie.douban.com/subject/1390022/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1736324428.jpg
452,薄荷糖,8.2,剧情,,333,1,90,0.564755245,#E6E5E5,0.157832168,#A79B84,0.104265734,#B6B8B9,0.094055944,#2C352B,0.079090909,#EDDFD0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p457519794.jpg,https://movie.douban.com/subject/1303145/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p457519794.jpg
453,邻居,7.4,惊悚,剧情,333,12,10,0.336573427,#191618,0.224685315,#3A3638,0.162237762,#666059,0.14041958,#A09887,0.136083916,#161616,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1600144202.jpg,https://movie.douban.com/subject/10508876/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1600144202.jpg
454,最终兵器：弓,7.1,动作,历史,334,9,10,0.353146853,#181617,0.206853147,#443E40,0.180839161,#7E7170,0.175804196,#B2B1B3,0.083356643,#9F735C,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2173999735.jpg,https://movie.douban.com/subject/5919548/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2173999735.jpg
455,隧道,7.7,灾难,剧情,334,25,1,0.454895105,#010101,0.26048951,#100D09,0.144965035,#29221A,0.102447552,#544A3C,0.037202797,#BDC8C9,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2358109451.jpg,https://movie.douban.com/subject/26410594/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2358109451.jpg
456,王的男人,6.9,同性,剧情,334,32,4,0.517692308,#0B0809,0.123496503,#CABBAB,0.121888112,#50292A,0.12013986,#585B5F,0.116783217,#487D8B,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1215210537.jpg,https://movie.douban.com/subject/1466394/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1215210537.jpg
457,国境南边,7.7,剧情,,335,22,31,0.266713287,#4F3E45,0.228671329,#BDC0D3,0.224545455,#7C6565,0.15020979,#231C21,0.12986014,#433E31,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p821302562.jpg,https://movie.douban.com/subject/1848614/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p821302562.jpg
458,蚯蚓,6.9,犯罪,剧情,336,39,5,0.440839161,#0D080A,0.173146853,#A46552,0.167482517,#DBBDAB,0.119230769,#47231D,0.099300699,#A59990,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2458429082.jpg,https://movie.douban.com/subject/27038968/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2458429082.jpg
459,这时对那时错,7.5,剧情,,337,17,13,0.403706294,#211B1D,0.238881119,#84746A,0.203286713,#52423B,0.106013986,#CBB6A0,0.048111888,#57463D,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2264531221.jpg,https://movie.douban.com/subject/26297388/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2264531221.jpg
460,朋友,7.7,剧情,犯罪,338,31,1,0.52027972,#040203,0.18979021,#DED6B4,0.135384615,#B9A27B,0.096083916,#8F7253,0.058461538,#8F3E69,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1198614808.jpg,https://movie.douban.com/subject/1306663/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1198614808.jpg
461,影子杀人,6.4,悬疑,犯罪,339,17,6,0.533146853,#0E0C0D,0.163076923,#403733,0.125594406,#797168,0.097412587,#BFAE8F,0.080769231,#251B18,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2199391166.jpg,https://movie.douban.com/subject/3586721/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2199391166.jpg
